,X
529,1.335540660298511
530,1.9866387861424863
531,0.60270533202951
532,1.0818337902086548
533,0.5759588562181805
534,1.3416805764009068
535,0.97567487461771
536,1.360313276912843
537,-0.12689541514490177
538,1.123134309371038
539,0.8770806783608638
540,1.630678796621379
541,1.3910236171593913
542,1.0392634917235586
543,0.45939592676210084
544,0.5701744981010257
545,0.9615007062231429
546,0.07709609121278138
547,1.1942949071130484
548,0.3663262331458066
549,0.10525229292479343
550,0.5555834638804192
551,1.5404914024494607
552,0.6421119375053825
553,0.5781009116485107
554,0.632670082764216
555,1.791939924872782
556,1.448437598033482
557,0.14011617185902936
558,1.9566290124087362
559,0.7323505630335351
560,0.8127594644603379
561,0.9707388593555537
562,1.3699804808707623
563,1.0880235982439903
564,0.9348665345193203
565,0.679398699590042
566,0.5972056426794423
567,1.270585001392569
568,1.4631138039165366
569,0.8712037033310551
570,1.1346155457141551
571,0.8831593406654363
572,0.6729501461076944
573,1.5361577785865224
574,0.42899618520189675
575,0.848744489490462
576,0.3644727035674272
577,0.7152694591510258
578,0.8148958048636823
579,1.7992667193949008
580,1.461756489049531
581,0.7560158678095845
582,1.4719993759116567
583,1.4400960405681151
584,-0.09312425747907715
585,1.4049110667380287
586,0.9576293294901804
587,1.0081065688332709
588,1.2200089172166098
589,1.0709651123398243
590,0.5393835628228576
591,1.7035117269785964
592,0.8840203879185881
593,-0.032387188921947585
594,0.8187338663635333
595,1.2481534123157088
596,1.9399237550798154
597,0.8155151926925733
598,1.573028454727507
599,1.2340574638520014
600,2.060260611831313
601,0.7096119500219973
602,0.7931835226621884
603,1.2751751512752536
604,0.7884214112385328
605,0.5604097535779125
606,1.4960021968171229
607,1.1295906004589065
608,0.6831992463961838
609,0.9774138558580909
610,1.234241904105359
611,1.2111062812558968
612,0.6857243459014287
613,0.4031517433026024
614,0.5841978917133175
615,0.5062945438863915
616,1.3637400422131367
617,1.5860973559691691
618,1.772430615774558
619,0.5816052971363994
620,1.830802884671015
621,1.0417526788013631
622,1.4052629355642765
623,0.8747718657826782
624,0.8247891406457941
625,1.1696288278539682
626,1.2504970052650013
627,1.082568589478306
628,0.20844988177370694
629,1.3836059887492687
630,1.0262362122085016
631,1.3188169013710938
632,0.5142839259549126
633,1.796441979962461
634,0.7819989923889733
635,1.0143532546915575
636,1.0076824411319942
637,1.7078928291843996
638,0.8527434712277687
639,1.8358119782439224
640,1.0501124509922384
641,0.6178768871739959
642,1.383575027378149
643,1.7649671774184128
644,0.7462284245629951
645,1.1368237562610561
646,1.5449841296352855
647,0.2744424173477721
648,1.159041455603328
649,0.9536496251508477
650,1.4596346697187144
651,0.9201328352938442
652,1.2799610993875468
653,2.094292625964915
654,0.5209008545509823
655,0.8329717343269001
656,1.0886715016926194
657,1.4243526694264368
658,0.8530562471240558
659,0.7993832504595484
660,0.9378057271607784
661,0.07610057364185141
662,0.06923712728832432
663,1.4354758382602595
664,0.8904744937681762
665,1.6090697851362428
666,2.0963570481369613
667,0.4832982843855952
668,1.0382381401586052
669,0.5348754772157329
670,0.9753961720155481
671,1.5566536533529032
672,1.5549993616648807
673,1.2103875035242548
674,1.2138811394372795
675,0.5929742863484372
676,1.052468355191794
677,0.7872209238909665
678,0.9866041743943298
679,1.8236708471764354
680,0.34366148145222386
681,0.6731614333490115
682,0.007842082960961894
683,0.11422783536024095
684,1.0112512537428577
685,0.4938054718849165
686,0.9057419194398378
687,1.6716814531638073
688,1.4508977440778767
689,0.8588117698309613
690,0.8598319710899713
691,1.4466492412810177
692,0.8439023648472961
693,1.127764653285905
694,1.40203840424993
695,1.5598819930891048
696,1.3049392979760421
697,0.32283441408154945
698,0.8172384335775609
699,-0.011566824180835766
700,0.22472194249391242
701,0.6754091358715315
702,1.0208354997431788
703,0.6980335602520799
704,0.48985231184943456
705,0.47871506334993696
706,1.1119337737272155
707,2.129016925225769
708,1.3780760842297215
709,1.6384194946028272
710,1.7255897590669818
711,0.781861199983577
712,0.8772322488454747
713,0.7927427847454936
714,0.7420729768903491
715,1.2752580041076942
716,0.861516933328363
717,0.9189540117199613
718,1.4513560034811488
719,1.1848900570556011
720,1.1606129161456669
721,0.4886763512366078
722,1.174479057696534
723,1.504747803354472
724,2.4012488974537045
725,0.8966990030539457
726,0.8221857936199342
727,1.1609474692132082
728,1.538971282028324
729,0.028605967055989834
730,1.1806733946344368
731,0.47571897639296223
732,0.8551366713823276
733,0.9243954809307634
734,0.676920551143422
735,1.3901570932075296
736,0.8006266143992884
737,1.3358052677697934
738,0.4129738061994963
739,1.0085931338702947
740,0.3175752015147211
741,1.3389768218959175
742,0.17864736857481478
743,1.2031854426839161
744,1.5530202265820388
745,0.8555754063202483
746,1.0738001172753917
747,0.7759535072011867
748,1.7052691170598213
749,0.6176609996532316
750,0.934392853501253
751,1.4542715140875142
752,0.47300204122881306
753,1.341911025914006
754,0.9631272612034217
755,1.1314984093303375
756,0.884831159995979
757,1.1984089362583203
758,0.865565190493726
759,0.6026847537989852
760,1.841699513676871
761,1.2588332162067049
762,1.2135788421756257
763,1.9999334450253161
764,0.3484908035485098
765,1.352894366436106
766,0.9220695216436101
767,0.20167222821108532
768,0.9227826641262248
769,0.8212455961776289
770,1.7875563077024608
771,0.22068125298554386
772,0.39711126332726954
773,0.9663046272969252
774,0.5876100276937637
775,0.9680704752301312
776,1.6302369710446631
777,0.7821209613794717
778,1.524605864056781
779,1.6012975342109175
780,0.4308522709554016
781,0.9681846577892812
782,1.202943247909882
783,1.1339457438262952
784,0.7577512297170963
785,0.09176379051012462
786,1.2580055057455564
787,1.6186368175935182
788,0.4353988170548144
789,1.5948810489031926
790,1.43970697003687
791,0.6671119242703927
792,1.973809990573229
793,1.258495318495414
794,0.8483577487111492
795,1.4484624509751431
796,0.7698517951738902
797,1.0256437617727396
798,0.42423960126937077
799,0.23386012648012078
800,0.8399999449496756
801,1.1293939647284614
802,1.1284827782111562
803,1.5622111415557285
804,1.6700360337136857
805,0.8367692883881537
806,0.8727980791597914
807,0.9745352490764329
808,0.5540312995204533
809,1.3647026750093363
810,0.9170845762808543
811,0.7543340456915649
812,0.7034479082887303
813,1.1673524677155966
814,1.3313594687276489
815,0.9113621719019588
816,1.0345617881272384
817,-0.0070150623210638585
818,0.47303182447578507
819,0.8597551874942192
820,1.8586907128153924
821,0.9625420733088675
822,1.026492604944745
823,1.0343822037750459
824,0.4904625287495048
825,1.7093085507524288
826,0.6215997082893732
827,1.4786827582180517
828,1.084205412580027
829,1.4311723318819252
830,1.0804236964313887
831,1.2013189590383027
832,1.220895943098124
833,0.0807335417981998
834,0.7059967592385704
835,1.08352629872118
836,2.342024839336412
837,0.46670294860911943
838,1.1079802977737616
839,1.0797589072894986
840,-0.2128970164026165
841,1.8032115768960284
842,1.222296728362267
843,1.4007348662563965
844,1.488583320621736
845,1.0063919916733723
846,0.9635304053763392
847,1.2025827101319009
848,0.5516558033630174
849,0.9644277329032815
850,-0.9270025608800359
851,0.7801236998934455
852,1.117877770945199
853,0.7397707439018244
854,0.8135302608968263
855,1.2855483911675818
856,1.3072857349290645
857,1.8475823479322107
858,0.7368120563842144
859,1.4829751171625123
860,0.40351066929775337
861,0.8196938538556795
862,1.8321739109942086
863,0.7919448934656362
864,0.35421139712907046
865,1.6391456461700487
866,0.69570409061472
867,1.2002973962288537
868,0.7839217908162437
869,-0.5205650125435866
870,0.7874387199496151
871,0.6368777892619002
872,1.3196825380973036
873,1.3616923317186198
874,1.797778464338666
875,1.2822297150384054
876,0.7053680462347649
877,1.1567558339086217
878,0.20150713945031318
879,0.6572502457268936
880,-0.2456341931163315
881,0.5012743775345031
882,0.4865567697712755
883,0.14583567650247198
884,0.4730930260158476
885,1.11876139065867
886,0.8420142297157479
887,0.5410870409298382
888,0.7925071394528911
889,1.5517759293206406
890,0.25469058221623275
891,1.425959566913859
892,0.6794683286057257
893,1.5210150691655173
894,1.3436808930666142
895,1.2442499216702125
896,1.5662019470502806
897,0.6059258516138046
898,1.7544798461775932
899,1.3548533335286075
900,0.23474153710349166
901,0.4077915901380892
902,0.5424237150251199
903,0.9837321888976344
904,1.5534038821751233
905,1.7158923750955286
906,1.1100453762161078
907,1.2273090415716985
908,0.8135040686710677
909,0.3031553451111526
910,0.6222749604322186
911,1.9024527433340093
912,1.035269247557018
913,1.6011252158148543
914,1.330461534775089
915,1.1927531332930745
916,0.41676953656503335
917,0.756432393835182
918,1.479789999685508
919,0.6463476672755227
920,1.0862010848341155
921,0.7186155942526489
922,1.0811774314224423
923,1.0967364842684806
924,0.9940611363426436
925,2.002024605257439
926,1.6012226029073635
927,1.5108305473397676
928,1.043705594663559
929,0.601490197053229
930,-0.0907813815192462
931,0.28076014921665715
932,0.3860415198402184
933,1.1405269294725158
934,0.5342335046553763
935,1.1910651290525345
936,1.310042740733337
937,1.2712265264344056
938,2.01281528977398
939,1.1259975540820806
940,0.5397059935884937
941,1.3610476117170767
942,0.5140772338752239
943,0.5460143294691544
944,1.557301198234425
945,1.5946226733999667
946,1.238274489438937
947,-0.3075548311055971
948,0.25903155915608667
949,0.8683391471895119
950,1.0376902405553206
951,1.1198597213713937
952,0.7113531819759502
953,1.0887657681939609
954,1.3413996251390308
955,1.4971130419507972
956,1.919975872535054
957,1.979016607334901
958,1.65763597706203
959,1.2798607229653505
960,1.8848306487212383
961,0.8231268423579923
962,0.43880840635345786
963,0.6972965487766281
964,0.4638283985802355
965,1.1524468342563345
966,1.4586045594330277
967,0.1828612055797897
968,0.8770453519740212
969,1.0059146189506778
970,0.37261469745267983
971,1.0075356014539452
972,0.6705236458916533
973,0.14110489368162138
974,0.17017677468742332
975,1.0246702979744833
976,0.3549851915574286
977,1.3856147791560034
978,0.6620781710321082
979,0.789607941992724
980,0.2563215304992389
981,1.7469884607890362
982,0.6644498977498441
983,2.1916506075235445
984,0.5043294904416753
985,0.8366351952364741
986,0.590407793968529
987,0.21265696332177197
988,0.7255159085961272
989,0.6996930518439901
990,0.8858135749982
991,0.9828008617323499
992,1.7916173292603041
993,0.31468676806472695
994,0.9800238616503686
995,1.204552126609368
996,0.9945207750583748
997,0.8229489499065882
998,-0.00844614288611556
999,1.1386613194073976
